大数据-ETL开发 数仓建设,15-30K·15薪,北京,3-5年,数据空间研究院,Hive Spark,节假日加班费，带薪年假，生日福利，绩效奖金，法定节假日三薪，年终奖，工龄奖，餐补，高温补贴，节日福利，定期体检，意外险，五险一金
大数据,25-50K,北京·朝阳区·朝外,10年以上,巽上科技,数据仓库 分布式技术 网络爬虫技术 Hadoop Spark 数据库开发 数据挖掘,补充医疗保险，定期体检，五险一金，加班补助
大数据,11-20K,北京·石景山区·鲁谷,经验不限,宇信科技,Hive 银行 金融,五险一金，节日福利，年终奖，带薪年假，补充医疗保险，餐补，司龄福利假期，通讯补贴，定期体检，免费班车
大数据讲师,11-20K,上海·青浦区·国家会展中心,1-3年,鑫璨教育,数据挖掘 大数据 数据开发 数据架构师 Python 架构师 人工智能 云计算,免费班车，餐补，年终奖，带薪年假，五险一金，定期体检
大数据,12-14K·13薪,成都·武侯区·新会展中心,1-3年,风雨同舟科技, 大数据开发经验,加班补助，带薪年假，员工旅游，年终奖，补充医疗保险，全勤奖，定期体检，交通补助，五险一金，节日福利
大数据开发,14-25K,北京·海淀区·西二旗,3-5年,宏瑞汽车,计算机相关专业,团建聚餐，带薪年假，包吃，节日福利，生日福利，通讯补贴，包住，包吃包住，餐补，股票期权，绩效奖金，宿舍有空调，五险一金，年终奖
大数据开发,25-50K·16薪,北京·海淀区·东小口,经验不限,快手,Hadoop 大数据 人工智能,带薪年假，节日福利，五险一金，定期体检，年终奖，补充医疗保险，股票期权
大数据开发,15-30K,成都·郫都区·高新西,经验不限,华为,计算机相关专业 Python,五险一金，餐补，股票期权，定期体检，年终奖，加班补助，员工旅游，零食下午茶，节日福利，补充医疗保险
大数据讲师,15-18K,广州·白云区·太和,经验不限,联想教育,实操实训 JAVA项目经验,定期体检，带薪年假，免费班车，交通补助，员工旅游，股票期权，补充医疗保险，餐补，五险一金，通讯补贴
大数据讲师,10-15K,武汉·江夏区·江夏大学城,3-5年,武汉厚溥数字科技,全职工作 线下教学 院校专业课 职业培训班 研发教学资料 日常教学 辅导答疑 计算机相关专业 JAVA项目经验,住房补贴，节日福利，带薪年假，五险一金，通讯补贴，员工旅游，年终奖
大数据讲师,15-30K,广州·天河区·高唐,3-5年,泰迪智能科技,Java 计算机相关专业 大数据开发经验,五险一金，定期体检，加班补助
大数据运维,16-22K·15薪,上海·静安区·曹家渡,1-3年,恒驰信息,系统运维 HDFS HBASE HIVE,定期体检，餐补，五险一金，年终奖，高温补贴，员工旅游，意外险，法定节假日三薪，带薪年假，交通补助，团建聚餐，绩效奖金，生日福利，零食下午茶，加班补助，有无线网，保底工资，节日福利，通讯补贴，底薪加提成
大数据专家,25-45K·15薪,杭州·滨江区·浦沿,5-10年,浙江大华,分布式技术 hadoop 大数据 java,员工旅游，带薪年假，年终奖，定期体检，交通补助，餐补，住房免息贷款，免费班车，节日福利，通讯补贴，加班补助，包吃，补充医疗保险，五险一金
大数据开发,17-19K,惠州·惠城区·下角,5-10年,建广数科,hadoop hive 数仓建模,员工旅游，年终奖，补充医疗保险，定期体检，节日福利，五险一金，带薪年假
大数据讲师,30-55K,深圳·宝安区·石岩,5-10年,传智教育,讲师 Java Python Scala Spark Flink SQL,员工旅游，通讯补贴，年终奖，带薪年假，餐补，零食下午茶，补充医疗保险，定期体检，节日福利，交通补助
大数据开发,15-30K,杭州·上城区·钱江新城,3-5年,中国移动通信有限...,计算机相关专业 大数据开发经验,
大数据运维,15-25K,上海,3-5年,DAN,大数据运维 Hadoop 数据库运维,心灵抚慰师，补充医疗保险，定期体检，加班补助，五险一金，零食下午茶，交通补助，带薪年假，节日福利，年终奖，开心农场
大数据开发,5-10K,沧州·运河区·沧县高铁汽车站,3-5年,兰科集团,数据开发 Java Python 大数据,加班补助，五险一金，节日福利，带薪年假，年终奖
大数据运维,10-14K·13薪,沈阳·浑南区·白塔,1-3年,麟龙科技股份,系统运维 Docker,节日福利，定期体检，绩效奖金，员工旅游，底薪加提成，免费班车，带薪年假，保底工资，五险一金
大数据开发,13-20K,广州·天河区·龙口,3-5年,深圳中软国际,Hive linux 银行 hadoop,零食下午茶，补充医疗保险，员工旅游，定期体检，带薪年假，加班补助，年终奖，五险一金，节日福利
软件开发（C C++ JAVA python 大数据 js）,20-30K·14薪,深圳·龙岗区·坂田,经验不限,华为技术有限公司,C++ Java Python,餐补，节日福利，年终奖，零食下午茶，定期体检，加班补助，带薪年假，员工旅游，通讯补贴，免费班车，补充医疗保险，交通补助，离职补偿，住房补贴，五险一金，股票期权，全勤奖
大数据ETL工程师,11-15K,乌鲁木齐·水磨沟区·亚欧国际会展中心,3-5年,新疆友通,SQL Hadoop Spark Kettle Informatica SPSS Kafka Java,五险，带薪年假，加班补助，节日福利，员工旅游
大数据etl工程师,14-20K·13薪,深圳·龙岗区·横岗,3-5年,虹威电子,MySQL/Oracle/DB2 Kettle/Informatica Python,
大数据etl工程师,20-30K,广州·天河区·小新塘,5-10年,安徽云外勤,Flink ETL开发经验 Doris Starrocks,员工旅游，节假日加班费，免费班车，工龄奖，节日福利，带薪年假，生日福利，企业年金，五险一金，夜班补助，加班补助，团建聚餐，底薪加提成，包吃，绩效奖金
ETL大数据工程师,12-13K,上海·徐汇区·上海南站,1-3年,哈步数据,ETL Hive 数据库开发,五险一金，带薪年假，节日福利
大数据ETL工程师,8-13K,秦皇岛·海港区·秦皇东大街,1-3年,晨砻信息科技公司,Java Python Spark Hadoop Sqoop Azkaban Flink,带薪年假，五险一金，定期体检，全额公积金，项目奖金，试用期全额
大数据etl工程师,12-18K,成都·双流区·中和,1-3年,诚迈科技,Python Spark Hive 英语好 pyspark Hadoop,团建聚餐，定期体检，免费班车，交通补助，通讯补贴，员工旅游，法定节假日三薪，餐补，带薪年假，加班补助，五险一金，节日福利
大数据ETL工程师,20-40K,南京,5-10年,Digital Alchemy,Java Python Hadoop 数仓体系 EDL API 大数据开发 Spark,补充医疗保险，零食下午茶，加班补助，带薪年假，六险一金，节日福利，定期体检，员工旅游
大数据开发工程师（Spark）,25-35K,上海·虹口区·四川北路,3-5年,甜橙金融,Java Spark Hive 计算机相关专业 大数据开发经验,年终奖，餐补，带薪年假，节日福利，交通补助，通讯补贴，补充医疗保险，定期体检，五险一金
大数据ETL开发工程师,12-20K,上海·虹口区·北外滩,3-5年,嗨普智能,Hive Spark Hbase 计算机相关专业 ETL设计/开发经验 大数据开发经验,带薪年假，定期体检，年终奖，补充医疗保险，节日福利，五险一金
大数据-ETL开发 数仓建设,15-30K·15薪,北京,3-5年,数据空间研究院,Hive Spark,节假日加班费，带薪年假，生日福利，绩效奖金，法定节假日三薪，年终奖，工龄奖，餐补，高温补贴，节日福利，定期体检，意外险，五险一金
大数据,25-50K,北京·朝阳区·朝外,10年以上,巽上科技,数据仓库 分布式技术 网络爬虫技术 Hadoop Spark 数据库开发 数据挖掘,补充医疗保险，定期体检，五险一金，加班补助
大数据,11-20K,北京·石景山区·鲁谷,经验不限,宇信科技,Hive 银行 金融,五险一金，节日福利，年终奖，带薪年假，补充医疗保险，餐补，司龄福利假期，通讯补贴，定期体检，免费班车
大数据讲师,11-20K,上海·青浦区·国家会展中心,1-3年,鑫璨教育,数据挖掘 大数据 数据开发 数据架构师 Python 架构师 人工智能 云计算,免费班车，餐补，年终奖，带薪年假，五险一金，定期体检
大数据,12-14K·13薪,成都·武侯区·新会展中心,1-3年,风雨同舟科技,SQL 大数据开发经验,加班补助，带薪年假，员工旅游，年终奖，补充医疗保险，全勤奖，定期体检，交通补助，五险一金，节日福利
大数据开发,14-25K,北京·海淀区·西二旗,3-5年,宏瑞汽车,计算机相关专业,团建聚餐，带薪年假，包吃，节日福利，生日福利，通讯补贴，包住，包吃包住，餐补，股票期权，绩效奖金，宿舍有空调，五险一金，年终奖
大数据开发,25-50K·16薪,北京·海淀区·东小口,经验不限,快手,Hadoop 大数据 人工智能,带薪年假，节日福利，五险一金，定期体检，年终奖，补充医疗保险，股票期权
大数据开发,15-30K,成都·郫都区·高新西,经验不限,华为,计算机相关专业 Python,五险一金，餐补，股票期权，定期体检，年终奖，加班补助，员工旅游，零食下午茶，节日福利，补充医疗保险
大数据讲师,15-18K,广州·白云区·太和,经验不限,联想教育,实操实训 JAVA项目经验,定期体检，带薪年假，免费班车，交通补助，员工旅游，股票期权，补充医疗保险，餐补，五险一金，通讯补贴
大数据讲师,10-15K,武汉·江夏区·江夏大学城,3-5年,武汉厚溥数字科技,全职工作 线下教学 院校专业课 职业培训班 研发教学资料 日常教学 辅导答疑 计算机相关专业 JAVA项目经验,住房补贴，节日福利，带薪年假，五险一金，通讯补贴，员工旅游，年终奖
大数据讲师,15-30K,广州·天河区·高唐,3-5年,泰迪智能科技,Java 计算机相关专业 大数据开发经验,五险一金，定期体检，加班补助
大数据运维,16-22K·15薪,上海·静安区·曹家渡,1-3年,恒驰信息,系统运维 HDFS HBASE HIVE,定期体检，餐补，五险一金，年终奖，高温补贴，员工旅游，意外险，法定节假日三薪，带薪年假，交通补助，团建聚餐，绩效奖金，生日福利，零食下午茶，加班补助，有无线网，保底工资，节日福利，通讯补贴，底薪加提成
大数据专家,25-45K·15薪,杭州·滨江区·浦沿,5-10年,浙江大华,分布式技术 hadoop 大数据 java,员工旅游，带薪年假，年终奖，定期体检，交通补助，餐补，住房免息贷款，免费班车，节日福利，通讯补贴，加班补助，包吃，补充医疗保险，五险一金
大数据开发,17-19K,惠州·惠城区·下角,5-10年,建广数科,hadoop hive 数仓建模,员工旅游，年终奖，补充医疗保险，定期体检，节日福利，五险一金，带薪年假
大数据讲师,30-55K,深圳·宝安区·石岩,5-10年,传智教育,讲师 Java Python Scala Spark Flink SQL,员工旅游，通讯补贴，年终奖，带薪年假，餐补，零食下午茶，补充医疗保险，定期体检，节日福利，交通补助
大数据开发,15-30K,杭州·上城区·钱江新城,3-5年,中国移动通信有限...,计算机相关专业 大数据开发经验,
大数据运维,15-25K,上海,3-5年,DAN,大数据运维 Hadoop 数据库运维,心灵抚慰师，补充医疗保险，定期体检，加班补助，五险一金，零食下午茶，交通补助，带薪年假，节日福利，年终奖，开心农场
大数据开发,5-10K,沧州·运河区·沧县高铁汽车站,3-5年,兰科集团,数据开发 Java Python 大数据,加班补助，五险一金，节日福利，带薪年假，年终奖
大数据运维,10-14K·13薪,沈阳·浑南区·白塔,1-3年,麟龙科技股份,系统运维 Docker,节日福利，定期体检，绩效奖金，员工旅游，底薪加提成，免费班车，带薪年假，保底工资，五险一金
大数据开发,13-20K,广州·天河区·龙口,3-5年,深圳中软国际,Hive linux 银行 hadoop,零食下午茶，补充医疗保险，员工旅游，定期体检，带薪年假，加班补助，年终奖，五险一金，节日福利
大数据开发,12-14K·13薪,北京·朝阳区·三元桥,3-5年,先进数通,Hive Python SQL tableau,定期体检，结婚礼金，餐补，五险一金，加班补助，通讯补贴，员工旅游，带薪年假，年终奖，零食下午茶，节日福利，生日礼金
大数据工程师,20-30K,上海·杨浦区·五角场,3-5年,视若飞,数据仓库 ETL 数据挖掘 数据分析 SQL Java Python Scala,节日福利，补充医疗保险，五险一金，员工旅游，餐补，带薪年假，定期体检，零食下午茶
大数据工程师,18-25K,上海·黄浦区·新天地,1-3年,上海剑宝信息技术,SQL Spark Flink,
大数据工程师,12-15K,广州·黄埔区·大沙,3-5年,好福兜电子商务,Spark Hive Kafka 大数据开发经验 ETL开发经验,年终奖，五险一金
大数据java开发,15-30K,杭州·西湖区·西溪,5-10年,传易支付,Java mysql JVM 高并发,定期体检，意外险，补充医疗保险，五险一金
大数据工程师,40-70K·14薪,北京·朝阳区·鸟巢,经验不限,沃东天骏信息技术,分布式技术 大数据 Java 实时分析，流式计算 高并发，高可用高吞吐 服务治理,股票期权，带薪年假，加班补助，定期体检，免费班车，年终奖，五险一金，餐补，员工旅游，节日福利，补充医疗保险，全勤奖
大数据工程师,6-11K,太原·小店区·平阳,1-3年,饕客科技,Spark Kafka Storm Flume Streaming Java Python Scala,
大数据工程师,25-50K·16薪,北京·海淀区·西北旺,经验不限,荣耀终端有限公司,Python Java C++ Shell SQL,年终奖，通讯补贴，零食下午茶，免费班车，五险一金，节日福利，加班补助，带薪年假，补充医疗保险，定期体检，股票期权
新媒体大数据,7-9K·13薪,佛山·南海区·大沥,1-3年,嘉星传媒,数据分析/挖掘经验 电商/零售行业数据相关经验,交通补助，餐补，年终奖，五险，员工旅游，零食下午茶，全勤奖，带薪年假，定期体检，节日福利
大数据,15-20K,上海·普陀区·长寿路,1-3年,鸿毛壹,分布式技术 Spark 数据开发 数据架构师 Scala Kafka Hbase Streaming,年终奖，加班补助，零食下午茶，员工旅游，节日福利，五险一金
大数据工程师,15-25K,杭州·西湖区·西湖,3-5年,智慧畅行,Java 分布式技术 Hadoop Spark NoSQL 架构师 大数据 云计算,生日福利，定期体检，节日福利，餐补，工龄奖，带薪年假，年终奖，员工旅游，股票期权，加班补助，五险一金，团建聚餐，活动
大数据测试,20-25K·16薪,杭州·西湖区·古荡,3-5年,每日互动,Python Linux 服务端测试 hadoop hive hbase spark flink,员工旅游，包吃，餐补，五险一金，零食下午茶，交通补助，带薪年假，年终奖，通讯补贴，股票期权，节日福利，定期体检
大数据开发,20-40K·13薪,北京·朝阳区·百子湾,3-5年,热汗科技,Java Spark Storm 大数据开发经验 数仓建设经验,五险一金，股票期权，带薪年假
大数据讲师,120-150元/时,上海·虹口区·四川北路,经验不限,锐格软件,Java Spark Hbase 计算机相关专业 大数据开发经验 数仓建设经验,零食下午茶，餐补，年终奖，员工旅游，带薪年假，五险一金，交通补助，通讯补贴
大数据开发,8-13K,石家庄,经验不限,企乐网,Java HIVE Spark Kafka Hadoop Flink,五险，带薪年假，节日福利
大数据开发,9-14K·13薪,长沙·岳麓区·岳麓大学城,3-5年,长沙视盟,数据开发 数据挖掘 数据架构师 数据分析 Hadoop Spark Flink 大数据,餐补，五险一金，通讯补贴，交通补助，年终奖，节日福利，零食下午茶
大数据开发,30-50K·15薪,北京·朝阳区·望京,1-3年,美团网,SQL Spark Flink 计算机相关专业 大数据开发经验 数仓建设经验,意外险，有无线网，交通补助，底薪加提成，法定节假日三薪，带薪年假，零食下午茶，团建聚餐，工龄奖，五险一金，住房补贴，员工旅游，生日福利，宿舍有空调，年终奖，节日福利，餐补，全勤奖，高温补贴，绩效奖金
大数据开发,18-30K·13薪,上海·静安区·南京西路,3-5年,谷武0,Java SQL Flink 计算机相关专业 大数据开发经验 数仓建设经验 搜索推荐 实时/离线业务 数据接口,年终奖，带薪年假，补充医疗保险，定期体检，五险一金
大数据文员,100-130元/天,新余·渝水区·喜盈门·范城购物中心,7天/周,江西云百讯,全职工作 数据标注 图片标注 文本标注 接受加班,绩效奖金，保底工资，底薪加提成，住房补贴，节日福利，五险一金，意外险，加班补助，宿舍有空调，包住
大数据总监,30-60K,杭州·西湖区·翠苑,5-10年,福鼎全,数据处理 数据架构 数据挖掘,五险一金，定期体检
大数据销售,5-10K,青岛·黄岛区·保税区,经验不限,山东隆众,企业（To B） 其他产品/服务 企业服务 互联网/科技 客户邀约 客户签约 售后服务 电话销售经验,补充医疗保险，带薪年假，节日福利，五险一金，年终奖，员工旅游
大数据讲师,18-25K·13薪,深圳·宝安区·新安,3-5年,睿至信息,Hadoop HIVE SQL,
大数据技术leader,35-65K·16薪,北京·海淀区·五道口,10年以上,敦煌网,大数据技术,定期体检，员工旅游，全勤奖，五险一金，年终奖，节日福利，补充医疗保险，带薪年假
大数据工程师,17-30K,北京·海淀区·魏公村,3-5年,北京理工新源,SQL Spark Flink 计算机相关专业 数学/统计相关专业 大数据开发经验,年终奖，节日福利，五险一金，加班补助，股票期权，带薪年假，餐补，定期体检，交通补助
大数据工程师,15-20K,成都·武侯区·金融城,经验不限,成都万悟智造科技...,人工智能 大数据,
大数据应用专家,30-60K,宁波·慈溪市·杭州湾新区,5-10年,吉利控股集团,数学/统计相关专业 数据分析/挖掘经验,五险一金，股票期权，餐补，免费班车，零食下午茶，年终奖，交通补助，加班补助，员工旅游，带薪年假，包吃，定期体检，通讯补贴，住房补贴，节日福利，补充医疗保险
Java（电商大数据）,20-23K·13薪,上海·浦东新区·张江,3-5年,瞬联科技,Java Spring 分布式系统开发经验 中大型项目架构设计经验 Java开发经验,意外险，五险一金，带薪年假，定期体检，补充医疗保险，零食下午茶，节日福利
大数据工程师,12-20K,成都·武侯区·省体育馆,5-10年,快乐小清,数据挖掘 数据架构师 BI 数据开发,底薪加提成，节日福利，年终奖，保底工资，带薪年假，五险一金，加班补助，补充医疗保险
大数据开发,12-15K·13薪,上海·浦东新区·曹路,1-3年,橘彩网络,SQL Hive Spark 大数据开发经验 HDFS、YARN Linux MongoDB,
大数据开发,13-21K,深圳·福田区·新洲,3-5年,睿服科技,Hive Hadoop Sqoop Scala Spark,五险一金，定期体检，年终奖，带薪年假，节日福利
大数据开发,12-14K·13薪,北京·朝阳区·三元桥,3-5年,先进数通,Hive Python SQL tableau,定期体检，结婚礼金，餐补，五险一金，加班补助，通讯补贴，员工旅游，带薪年假，年终奖，零食下午茶，节日福利，生日礼金
大数据工程师,20-30K,上海·杨浦区·五角场,3-5年,视若飞,数据仓库 ETL 数据挖掘 数据分析 SQL Java Python Scala,节日福利，补充医疗保险，五险一金，员工旅游，餐补，带薪年假，定期体检，零食下午茶
大数据工程师,18-25K,上海·黄浦区·新天地,1-3年,上海剑宝信息技术,SQL Spark Flink,
大数据工程师,12-15K,广州·黄埔区·大沙,3-5年,好福兜电子商务,Spark Hive Kafka 大数据开发经验 ETL开发经验,年终奖，五险一金
大数据java开发,15-30K,杭州·西湖区·西溪,5-10年,传易支付,Java mysql JVM 高并发,定期体检，意外险，补充医疗保险，五险一金
大数据工程师,40-70K·14薪,北京·朝阳区·鸟巢,经验不限,沃东天骏信息技术,分布式技术 大数据 Java 实时分析，流式计算 高并发，高可用高吞吐 服务治理,股票期权，带薪年假，加班补助，定期体检，免费班车，年终奖，五险一金，餐补，员工旅游，节日福利，补充医疗保险，全勤奖
大数据工程师,6-11K,太原·小店区·平阳,1-3年,饕客科技,Spark Kafka Storm Flume Streaming Java Python Scala,
大数据工程师,25-50K·16薪,北京·海淀区·西北旺,经验不限,荣耀终端有限公司,Python Java C++ Shell SQL,年终奖，通讯补贴，零食下午茶，免费班车，五险一金，节日福利，加班补助，带薪年假，补充医疗保险，定期体检，股票期权
新媒体大数据,7-9K·13薪,佛山·南海区·大沥,1-3年,嘉星传媒,数据分析/挖掘经验 电商/零售行业数据相关经验,交通补助，餐补，年终奖，五险，员工旅游，零食下午茶，全勤奖，带薪年假，定期体检，节日福利
大数据,15-20K,上海·普陀区·长寿路,1-3年,鸿毛壹,分布式技术 Spark 数据开发 数据架构师 Scala Kafka Hbase Streaming,年终奖，加班补助，零食下午茶，员工旅游，节日福利，五险一金
大数据工程师,15-25K,杭州·西湖区·西湖,3-5年,智慧畅行,Java 分布式技术 Hadoop Spark NoSQL 架构师 大数据 云计算,生日福利，定期体检，节日福利，餐补，工龄奖，带薪年假，年终奖，员工旅游，股票期权，加班补助，五险一金，团建聚餐，活动
大数据测试,20-25K·16薪,杭州·西湖区·古荡,3-5年,每日互动,Python Linux 服务端测试 hadoop hive hbase spark flink,员工旅游，包吃，餐补，五险一金，零食下午茶，交通补助，带薪年假，年终奖，通讯补贴，股票期权，节日福利，定期体检
大数据开发,20-40K·13薪,北京·朝阳区·百子湾,3-5年,热汗科技,Java Spark Storm 大数据开发经验 数仓建设经验,五险一金，股票期权，带薪年假
大数据讲师,120-150元/时,上海·虹口区·四川北路,经验不限,锐格软件,Java Spark Hbase 计算机相关专业 大数据开发经验 数仓建设经验,零食下午茶，餐补，年终奖，员工旅游，带薪年假，五险一金，交通补助，通讯补贴
大数据开发,8-13K,石家庄,经验不限,企乐网,Java HIVE Spark Kafka Hadoop Flink,五险，带薪年假，节日福利
大数据开发,9-14K·13薪,长沙·岳麓区·岳麓大学城,3-5年,长沙视盟,数据开发 数据挖掘 数据架构师 数据分析 Hadoop Spark Flink 大数据,餐补，五险一金，通讯补贴，交通补助，年终奖，节日福利，零食下午茶
大数据开发,30-50K·15薪,北京·朝阳区·望京,1-3年,美团网,SQL Spark Flink 计算机相关专业 大数据开发经验 数仓建设经验,意外险，有无线网，交通补助，底薪加提成，法定节假日三薪，带薪年假，零食下午茶，团建聚餐，工龄奖，五险一金，住房补贴，员工旅游，生日福利，宿舍有空调，年终奖，节日福利，餐补，全勤奖，高温补贴，绩效奖金
大数据开发,18-30K·13薪,上海·静安区·南京西路,3-5年,谷武0,Java SQL Flink 计算机相关专业 大数据开发经验 数仓建设经验 搜索推荐 实时/离线业务 数据接口,年终奖，带薪年假，补充医疗保险，定期体检，五险一金
大数据文员,100-130元/天,新余·渝水区·喜盈门·范城购物中心,7天/周,江西云百讯,全职工作 数据标注 图片标注 文本标注 接受加班,绩效奖金，保底工资，底薪加提成，住房补贴，节日福利，五险一金，意外险，加班补助，宿舍有空调，包住
大数据总监,30-60K,杭州·西湖区·翠苑,5-10年,福鼎全,数据处理 数据架构 数据挖掘,五险一金，定期体检
大数据销售,5-10K,青岛·黄岛区·保税区,经验不限,山东隆众,企业（To B） 其他产品/服务 企业服务 互联网/科技 客户邀约 客户签约 售后服务 电话销售经验,补充医疗保险，带薪年假，节日福利，五险一金，年终奖，员工旅游
大数据讲师,18-25K·13薪,深圳·宝安区·新安,3-5年,睿至信息,Hadoop HIVE SQL,
大数据技术leader,35-65K·16薪,北京·海淀区·五道口,10年以上,敦煌网,大数据技术,定期体检，员工旅游，全勤奖，五险一金，年终奖，节日福利，补充医疗保险，带薪年假
大数据工程师,17-30K,北京·海淀区·魏公村,3-5年,北京理工新源,SQL Spark Flink 计算机相关专业 数学/统计相关专业 大数据开发经验,年终奖，节日福利，五险一金，加班补助，股票期权，带薪年假，餐补，定期体检，交通补助
大数据工程师,15-20K,成都·武侯区·金融城,经验不限,成都万悟智造科技...,人工智能 大数据,
大数据应用专家,30-60K,宁波·慈溪市·杭州湾新区,5-10年,吉利控股集团,数学/统计相关专业 数据分析/挖掘经验,五险一金，股票期权，餐补，免费班车，零食下午茶，年终奖，交通补助，加班补助，员工旅游，带薪年假，包吃，定期体检，通讯补贴，住房补贴，节日福利，补充医疗保险
Java（电商大数据）,20-23K·13薪,上海·浦东新区·张江,3-5年,瞬联科技,Java Spring 分布式系统开发经验 中大型项目架构设计经验 Java开发经验,意外险，五险一金，带薪年假，定期体检，补充医疗保险，零食下午茶，节日福利
大数据工程师,12-20K,成都·武侯区·省体育馆,5-10年,快乐小清,数据挖掘 数据架构师 BI 数据开发,底薪加提成，节日福利，年终奖，保底工资，带薪年假，五险一金，加班补助，补充医疗保险
大数据开发,12-15K·13薪,上海·浦东新区·曹路,1-3年,橘彩网络,SQL Hive Spark 大数据开发经验 HDFS、YARN Linux MongoDB,
大数据开发,13-21K,深圳·福田区·新洲,3-5年,睿服科技,Hive Hadoop Sqoop Scala Spark,五险一金，定期体检，年终奖，带薪年假，节日福利
大数据开发,12-20K,北京·朝阳区·来广营,3-5年,中科软,Hive Kafka Hbase 计算机相关专业 大数据开发经验 数仓建设经验,零食下午茶，团队氛围好，带薪年假，加班补助，五险一金，节日福利，定期体检，餐补，年终奖，员工旅游
大数据开发,19-24K,杭州·西湖区·高新文教区,5-10年,赢时胜,Spark Hive Kafka 计算机相关专业 大数据开发经验,股票期权，节日福利，员工旅游，交通补助，带薪年假，年终奖，餐补，政府人才房，通讯补贴，加班补助，五险一金
大数据架构,30-55K·15薪,上海·浦东新区·张江,5-10年,九米,Spark Kafka Storm Flume Impala Oozie Hbase 大数据架构,
大数据开发,10-12K,沈阳·和平区·三好街,3-5年,九疆,数仓建设经验 大数据开发经验 Kafka Spark 计算机相关专业 Hbase,免费工装，团建聚餐，员工旅游，带薪年假，年终奖，五险一金
大数据讲师,10-15K·14薪,福州·马尾区·东方名城,经验不限,新大陆教育,Spark Java Shell SQL Kettle HIVE Hadoop MapReduce,年终奖，生日福利，节日福利，通讯补贴，团建聚餐，零食下午茶，意外险，定期体检，餐补，宿舍有空调，带薪年假，法定节假日三薪，节假日加班费，交通补助，保底工资，免费班车，底薪加提成，有无线网，绩效奖金，五险一金
大数据讲师,8-13K,北京·大兴区·亦庄,3-5年,联创飞翔,大数据培训,
大数据开发,19-21K,北京·朝阳区·望京,3-5年,信必优Symbio,Shell Hive 大数据开发经验 数仓建设经验,带薪年假，补充医疗保险，定期体检，五险一金，节日福利，零食下午茶，团建聚餐，员工旅游
大数据销售,10-11K,上海·静安区·彭浦镇,经验不限,上海中译语通,客户开发 企业/机构（To B） 政府/社会团体,交通补助，通讯补贴，五险一金，餐补，定期体检，节日福利
大数据运维,3-4K,海口·龙华区·滨海大道,3-5年,海口龙华津燃网络...,系统运维 运维开发/DevOps 实施交付运维,年终奖，员工旅游，带薪年假，餐补，五险一金，绩效奖金，补充医疗保险
大数据讲师,7-12K,重庆·南岸区·南坪,3-5年,阳燃农业,生活/餐饮/健康服务 内训 IT培训 课程/课件研发能力 企业培训经验 进行内部培训的企业 线下教育 有销售经验 线上教育 外训 职业与技能培训 产品/运营,五险一金，底薪加提成，绩效奖金
大数据讲师,8-13K,东莞·南城街道·南城,5-10年,东莞金数字技术,进行内部培训的企业 线下教育 内训 外训 特长兴趣 口才/播音主持 普通话发音标准 企业培训经验 有销售经验,节日福利，免费工装，包吃，全勤奖，绩效奖金
